0.000000, inf
1.000000, 10.000000
2.000000, 5.000000
3.000000, 3.333333
4.000000, 2.500000
5.000000, 2.000000
6.000000, 1.666667
7.000000, 1.428571
8.000000, 1.250000
9.000000, 1.111111
